court_forms_id,court_forms_num,court_forms_title,court_forms_type,court_forms_comments,court_forms_category,court_forms_downloadable,court_forms_internal_flag,court_forms_url,court_forms_keywords,court_forms_format,court_forms_lastupdate,language_id,court_work_type_id
369,N120,Manylion hawliad i feddiannu (eiddo preswyl dan forgais). / Particulars of claim for possession (mortgaged residential premises).,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n120-bil.pdf,NULL,(PDF 243KB) ,October 2005 ,17,NULL
371,N120,Particulars of claim(mortgaged residential premises),Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n120-eng.pdf,NULL,(PDF 168KB) ,August 2015,5,NULL
372,N121,Manylion hawliad i feddiannu (tresmaswyr). / Particulars of claim for possession (trespassers).,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n121-bil.pdf,NULL,(PDF 87KB),October 2001 ,17,NULL
373,N121,Particulars of claim(trespassers) ,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n121-eng.pdf,NULL,(PDF 87KB),October 2001 ,5,NULL
375,N122,Particulars of claim for demotion order / suspension of right to buy.,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n122-eng.pdf,,(PDF 121KB) ,April 2010 ,5,0
377,N122,Manylion hawliad gorchymyn israddio. / Particulars of claim for demotion order.,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n122-bil.pdf,NULL,(PDF 195KB) ,August 2005,17,NULL
378,N130,Cais am orchymyn meddiannu interim. / Application for an interim possession order.,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n130-bil.pdf,NULL,(PDF 217KB) ,December 2002,17,NULL
379,N130,Application for Possession Including Application for Interim Possession Order,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n130-eng.pdf,NULL,(PDF 163KB) ,May 2014,5,NULL
380,N133,Datganiad tyst y diffynnydd i wrthwynebu gwneud gorchymyn meddiannu interim. / Witness statement of the defendant to oppose the making of an interim possession order.,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n133-bil.pdf,NULL,(PDF 141KB) ,December 2002,17,NULL
381,N133,Witness statement of the defendant to oppose the making of an interim possession order,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n133-eng.pdf,NULL,(PDF 58KB),December 2002,5,NULL
382,N15,Acknowledgment of service(arbitration claim) ,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n015-eng.pdf,,(PDF 113KB) ,March 2002 ,5,5
383,N15,Cydnabyddiad Cyflwyno(hawliad cyflafareddu). / Acknowledgment of Service(arbitration claim).,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n015-bil.pdf,NULL,(PDF 152KB) ,March 2002 ,17,NULL
386,N150,Holiadur Dyrannu / Allocation questionnaire,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n150-bil.pdf,,(PDF 334KB) ,November 2011,17,0
387,N151,Holiadur Dyrannu (swm i'w benderfynu gan y llys). / Allocation Questionnaire (amount to be decided by the court),Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n151-bil.pdf,NULL,(PDF 344KB) ,April 2008 ,17,NULL
388,N161,Appellant's Notice (All Appeals Except Small Claims Track Appeals),Adobe Acrobat (pdf),Internet downloadable form,Court of Appeal Civil Division ,1,0,n161-eng.pdf,NULL,(PDF 359KB) ,June 2015,5,NULL
391,N161,Hysbysiad Apelydd (Pob apel ac eithrio apeliadau ar y trac hawliadau bychain). / Appellant's notice (All appeals except small claims track appeals).,Adobe Acrobat (pdf),Internet downloadable form,Court of Appeal Civil Division ,1,0,n161-bil.pdf,NULL,(PDF 356KB) ,March 2012 ,17,NULL
395,N161B ,Nodiadau Pwysig i'r Atebydd. / Important Notes for Respondent.,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n161b-bil.pdf ,NULL,(PDF 118KB) ,April 2000 ,17,NULL
396,N162,Respondent's Notice,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n162-eng.pdf,NULL,(PDF 322Kb) ,April 2007 ,5,NULL
400,N163,Skeleton arguments ,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n163-eng.pdf,NULL,(PDF 35KB),April 2000 ,5,NULL
401,N163,Dadl fframwaith. / Skeleton argument.,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n163-bil.pdf,NULL,(PDF 138KB) ,December 2004,17,NULL
402,N16A,Application for Injunction (General Form),Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n016a-eng.pdf ,NULL,(PDF 391KB) ,May 2014,5,NULL
405,N16A,Cais am Waharddeb(Ffurflen Gyffredinol). / Application for Injunction (General Form).,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n016a-bil.pdf ,NULL,(PDF 340KB) ,April 2007 ,17,NULL
406,N170,Listing Questionnaire (Pre-trial Checklist),Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n170-eng.pdf,NULL,(PDF 109KB) ,May 2014,5,NULL
408,N170,Holiadur rhestru (Rhestr wirio cyn-treial). / Listing questionnaire (Pre-trial checklist).,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n170-bil.pdf,NULL,(PDF 410KB) ,December 2002,17,NULL
409,N1A,Nodiadau I'r hawlydd ar lenwi ffurflen hawlio / Notes for claimant on completing a claim form,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n001a-bil.pdf ,NULL,(PDF 189KB) ,March 2012 ,17,NULL
412,N1C,Nodiadau I'r diffynnydd ar ateb y ffurflen hawlio / Notes for defendant on replying to the claim form,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n001c-bil.pdf ,NULL,(PDF 176KB) ,April 2011 ,17,NULL
413,N1C,Notes for defendant on replying to the claim form ,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n001c-eng.pdf ,NULL,(PDF 224KB) ,April 2011 ,5,NULL
418,N2 ,Claim Form (Probate),Adobe Acrobat (pdf),Internet downloadable form,Probate ,1,0,n002-eng.pdf,,(PDF 237KB) ,May 2014,5,71
419,N2 ,Ffurflen Hawliad (Hawliad Profiant). / Claim Form (probate claim).,Adobe Acrobat (pdf),Internet downloadable form,Chancery,1,0,n002-bil.pdf,NULL,(PDF 138KB) ,October 2001 ,17,NULL
420,N20,Gwys Tyst. / Witness Summons.,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n020-bil.pdf,NULL,(PDF 153KB) ,September 2002,17,NULL
421,N20,Witness Summons,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n020-eng.pdf,NULL,(PDF 50KB),May 2014,5,NULL
422,N205D ,Notice of issue(Probate claim),Adobe Acrobat (pdf),Internet downloadable form,Probate ,1,0,n205d-eng.pdf ,,(PDF 26KB),October 2001 ,5,71
423,N208,Ffurflen Hawlio (RTS Rhan 8). / Claim Form (CPR Part 8).,Adobe Acrobat (pdf),Internet downloadable form,Administrative Court ,1,0,n208-bil.pdf,NULL,(PDF 94KB),October 2000 ,17,NULL
424,N208,Claim Form (CPR Part 8),Adobe Acrobat (pdf),Internet downloadable form,Mercantile Court,1,0,n208-eng.pdf,NULL,(PDF 49KB),May 2014,5,NULL
428,N208(CC),Claim form (Part 8). ,Adobe Acrobat (pdf),Internet downloadable form,Commercial Court,1,0,n208(cc)-eng.pdf,NULL,(PDF 37KB),April 2014 ,5,NULL
436,N210,Cydnabyddiad Cyflwyno (Hawliadau rhan 8). / Acknowledgment of Service (Part 8 claim).,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n210-bil.pdf,NULL,(PDF 876KB) ,May 2007,17,NULL
437,N210,Acknowledgment of service (CPR Part 8),Adobe Acrobat (pdf),Internet downloadable form,Mercantile Court,1,0,n210-eng.pdf,NULL,(PDF 55KB),March 2001 ,5,NULL
439,N210(CC),Acknowledgment of service (Part 8).,Adobe Acrobat (pdf),Internet downloadable form,Commercial Court,1,0,n210(cc)-eng.pdf,NULL,(PDF 37KB),April 2014 ,5,NULL
440,N210A ,Cydnabyddiad Cyflwyno (Rhan 8 - Hawliad costau'n unig). / Acknowledgment of Service (Part 8 costs - only claim).,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n210a-bil.pdf ,NULL,(PDF 102KB) ,December 2002,17,NULL
441,N210A ,Acknowledgment of service(Part 8 costs - only claim),Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n210a-eng.pdf ,NULL,(PDF 143KB) ,December 2002,5,NULL
442,N211,Ffurflen Hawlio (Hawliadau ychwanegol - RTS Rhan 20). / Claim Form (Additional claims - CPR Part 20).,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n211-bil.pdf,NULL,(PDF 95KB),April 1999 ,17,NULL
443,N211,Claim form (CPR Part 20),Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n211-eng.pdf,NULL,(PDF 32KB),April 1999 ,5,NULL
445,N211(CC),Claim Form (Part 20).,Adobe Acrobat (pdf),Internet downloadable form,Commercial Court,1,0,n211(cc)-eng.pdf,NULL,(PDF 57KB),April 2014 ,5,NULL
453,N213,Cydnabyddiad Cyflwyno (Hawliad Rhan 20). / Acknowledgment of Service (Part 20 claim).,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n213-bil.pdf,NULL,(PDF 175KB) ,April 2006 ,17,NULL
454,N213,Acknowledgment of Service(Part 20 claim),Adobe Acrobat (pdf),Internet downloadable form,Mercantile Court,1,0,n213-eng.pdf,NULL,(PDF 374KB) ,October 2008 ,5,NULL
456,N213(CC),Acknowledgment of service (Part 20 claim) - Commercial Court,Adobe Acrobat (pdf),Internet downloadable form,Commercial Court,1,0,n213(cc)-eng.pdf,NULL,(PDF 37KB),April 2014 ,5,NULL
459,N215,Certificate of service,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n215-eng.pdf,,(PDF 271KB) ,October 2014 ,5,0
460,N215,Tystysgrif cyflwyno / Certificate of service.,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n215-bil.pdf,NULL,(PDF 81KB),September 2011,17,NULL
461,N218,Rhybudd cyflwyno i bartner. / Notice of service on partner.,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n218-bil.pdf,NULL,(PDF 61KB),April 1999 ,17,NULL
462,N218,Notice of service on a partner,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n218-eng.pdf,NULL,(PDF 14KB),April 1999 ,5,NULL
463,N224,Request for service out of England and Wales through the court ,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n224-eng.pdf,NULL,(PDF 170KB) ,April 1999 ,5,NULL
464,N224,Cais i gyflwyno'r tu allan i Gymru a Lloegr drwy'r llys. / Request for service out of England and Wales through the court.,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n224-bil.pdf,NULL,(PDF 118KB) ,October 2008 ,17,NULL
465,N225,Request for judgment and reply to admission(specified amount),Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n225-eng.pdf,,(PDF 255KB) ,April 2013 ,5,174
467,N225,Cais am Ddyfarniad ac ateb i addefiad (swm penodol). / Request for judgment and reply to admission (specified amount).,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n225-bil.pdf,NULL,(PDF 202KB) ,April 2006 ,17,NULL
468,N227,Cais am Ddyfarniad trwy ddiffyg (y swm i'w benderfynu gan y llys). / Request for judgment by default (amount to be decided by the court).,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n227-bil.pdf,NULL,(PDF 157KB) ,April 2006 ,17,NULL
469,N227,Request for judgment by default(amount to be decided by the court),Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n227-eng.pdf,NULL,(PDF 261KB) ,April 2006 ,5,NULL
471,N228,Notice of admission - return of goods (Hire-purchase or conditional sale),Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n228-eng.pdf,NULL,(PDF 369KB) ,April 2006 ,5,NULL
472,N235,Tystysgrif addasrwydd cyfaill cyfreitha. / Certificate of suitability of litigation friend.,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n235-bil.pdf,NULL,(PDF 110KB) ,March 2003 ,17,NULL
473,N235,Certificate of suitability of litigation friend,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n235-eng.pdf,NULL,(PDF 693KB) ,October 2007 ,5,NULL
475,N24,General form of Judgment or order ,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n024-eng.pdf,NULL,(PDF 30KB),April 1999 ,5,NULL
476,N242,Hysbysiad talu i'r llys (dan orchymyn - Rhan 37). / Notice of payment into court (under order - Part 37).,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n242-bil.pdf,NULL,(PDF 87KB),April 2003 ,17,NULL
477,N242,Notice of payment into court(under order - part 37) ,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n242-eng.pdf,NULL,(PDF 115KB) ,May 2012,5,NULL
478,N242A ,Notice of offer to settle (Section 1 - Part 36),Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n242a-eng.pdf ,NULL,(PDF 107KB) ,June 2015,5,NULL
479,N242A ,Hysbysiad o gynnig i setlo (Adran 1 - Rhan 36) / Notice of offer to settle (Section 1 - Part 36).,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n242a-bil.pdf ,NULL,(PDF 99KB),August 2011,17,NULL
483,N244,Rhybudd Cyflwyno Cais. / Application Notice.,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n244-bil.pdf,NULL,(PDF 190KB) ,April 2013 ,17,NULL
484,N244,Application notice ,Adobe Acrobat (pdf),Internet downloadable form,Court of Appeal Civil Division ,1,0,n244-eng.pdf,NULL,(PDF 181KB) ,April 2013 ,5,NULL
485,N244(CC),Application Notice ,Adobe Acrobat (pdf),Internet downloadable form,Commercial Court,1,0,n244(cc)-eng.pdf,,(PDF 70KB),April 2014 ,5,148
486,N245,Application for suspension of a warrant and / or variation of an instalment order.,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n245-eng.pdf,NULL,(PDF 214KB) ,February 2004,5,NULL
488,N245,Cais i ohirio gwarant a/neu i amrywio gorchymyn. / Application for suspension of a warrant and/or variation of an order.,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n245-bil.pdf,NULL,(PDF 399KB) ,February 2004,17,NULL
490,N251,Notice of Funding of Case or Claim,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n251-eng.pdf,,(PDF 284KB) ,October 2009 ,5,0
491,N251,Hysbysiad ynghylch ariannu achos neu hawliad. / Notice of funding of case or claim.,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n251-bil.pdf,NULL,(PDF 141KB) ,April 2004 ,17,NULL
492,N252,Notice of commencement of assessment ,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n252-eng.pdf,NULL,(PDF 17KB),December 1999,5,NULL
494,N253,Notice of Amount Allowed on Provisional Assessment (Legal Aid only) ,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n253-eng.pdf,NULL,(PDF 77KB),July 2000,5,NULL
496,N253,Rhybudd o'r Swm a ganiateir ar Asesiad Dros Dro. / Notice of Amount allowed on Provisional Assessment.,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n253-bil.pdf,NULL,(PDF 57KB),February 2002,17,NULL
497,N254,Request for a Default Costs Certificate,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n254-eng.pdf,NULL,(PDF 37KB),May 2014,5,NULL
499,N254,Cais am Dystysgrif Costau Diffygdalu. / Request for a Default Costs Certificate.,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n254-bil.pdf,NULL,(PDF 65KB),July 2002,17,NULL
500,N255(CC),Default Costs Certificate - County Court. ,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n255(cc)-eng.pdf,NULL,(PDF 201KB) ,April 2006 ,5,NULL
501,N255(HC),Default Costs Certificate - High Court.,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n255(hc)-eng.pdf,NULL,(PDF 160KB) ,April 2006 ,5,NULL
502,N256(CC),Final Costs Certificate - County Court.,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n256(cc)-eng.pdf,NULL,(PDF 203KB) ,April 2006 ,5,NULL
503,N256(HC),Final Costs Certificate - High Court.,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n256(hc)-eng.pdf,NULL,(PDF 165KB) ,April 2006 ,5,NULL
504,N258,Request for Provisional/General Detailed Assessment,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n258-eng.pdf,NULL,(PDF 54KB),May 2014,5,NULL
506,N258,Cais am Wrandawiad Asesu Manwl (ffurflen gyffredinol). / Request for detailed Assessment Hearing (general form).,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n258-bil.pdf,NULL,(PDF 102KB) ,July 2000,17,NULL
507,N258A ,Request for detailed assessment (legal aid / Legal Services Commission only),Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n258a-eng.pdf ,NULL,(PDF 27KB),April 2013 ,5,NULL
509,N258A ,Cais am asesiad manwl(Y Comisiwn Gwasanaethau Cyfreithiol/Cymorth Cyfreithiol yn unig). / Request for detailed assessment(Legal aid/ Legal Services Commission only).,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n258a-bil.pdf ,NULL,(PDF 133KB) ,July 2000,17,NULL
510,N258B ,Request for detailed assessment (Costs payable out of a fund other than the Community Legal Service Fund),Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n258b-eng.pdf ,NULL,(PDF 25KB),April 2013 ,5,NULL
512,N258B ,Cais am asesiad manwl(Costau'n daladwy o gronfa ar wahân i Gronfa'r Gwasanaeth Cyfreithiol Cymunedol). / Request for detailed assessment(Costs payable out of a fund other than the Community Legal Service Fund).,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n258b-bil.pdf ,NULL,(PDF 132KB) ,July 2000,17,NULL
513,N258C ,Request for detailed assessment Hearing Pursuant to an order under Part III of the Solicitors Act 1974,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n258c-eng.pdf ,NULL,(PDF 131KB) ,July 2000,5,NULL
515,N258C ,Cais am wrandawiad asesu manwl yn unol â gorchymyn dan Ran III Deddf Twrneiod 1974. / Request for detailed assessment hearing pursuant to an order under Part III of the Solicitors Act 1974.,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n258c-bil.pdf ,NULL,(PDF 136KB) ,July 2000,17,NULL
516,N259,N259 - Notice of appeal against a detailed assessment (civil),Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n259-eng.pdf,,(PDF 18KB),March 2010 ,5,0
517,N260,Statement of Costs (Summary Assessment),Adobe Acrobat (pdf),Internet downloadable form,Family,1,0,n260-eng.pdf,,(PDF 124KB) ,June 2015,5,0
519,N260,Datganiad Costau(asesiad diannod). / Statement of Costs(summary assessment).,Adobe Acrobat (pdf),Internet downloadable form,Family,1,0,n260-bil.pdf,NULL,(PDF 172KB) ,October 2001 ,17,NULL
520,N265,Rhestr Dogfennau: dadleniad safonol. / List of documents: standard disclosure.,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n265-bil.pdf,NULL,(PDF 101KB) ,April 1999 ,17,NULL
521,N265,List of documents: standard disclosure ,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n265-eng.pdf,NULL,(PDF 248KB) ,October 2005 ,5,NULL
523,N265(CC),List of documents. ,Adobe Acrobat (pdf),Internet downloadable form,Commercial Court,1,0,n265(cc)-eng.pdf,NULL,(PDF 231KB) ,October 2005 ,5,NULL
524,N266,Notice to admit facts/admission of facts,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n266-eng.pdf,NULL,(PDF 21KB),April 1999 ,5,NULL
