court_leaflets_id,court_leaflets_num,court_leaflets_title,court_leaflets_type,court_leaflets_comment,court_leaflets_category,court_leaflets_download,court_leaflets_internal_flag,court_leaflets_url,court_leaflets_keywords,court_leaflets_format,court_leaflets_lastupdate,language_id,court_work_type_id
4781,Secure Data Transfer,Secure Data Transfer (SDT) - Using SDT to improve the service we offer ,Adobe Acrobat (pdf) ,Internet downloadable guidance,County Court Business Centre ,1,0,secure-data-transfer-eng.pdf,NULL,(PDF 165KB),April 2016 ,5,NULL
4782,Fee Account FAQs ,Fee Account - Frequently Asked Questions ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Payment on Account,1,0,fee-account-faq-eng.pdf,NULL,(PDF 536KB),June 2015,5,NULL
4783,Fee Account T&Cs ,Fee Account terms and conditions,Adobe Acrobat (pdf) ,Internet downloadable guidance,Payment on Account,1,0,fee-account-tc-eng-20160203.pdf,NULL,(PDF 541KB),January 2016,5,NULL
4784,MCOL Guide ,Money Claim Online (MCOL) - User guide for claimants ,Adobe Acrobat (pdf) ,Internet downloadable guidance,County Court Business Centre ,1,0,mcol-guide-eng-2016.03.01.pdf,NULL,(PDF 816KB),February 2016 ,5,NULL
4827,SEND27,Guidance for the Local Authority producing the hearing bundle ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Special Educational Needs and Disability Tribunal ,1,0,send27-eng.pdf,NULL,(PDF 352KB),April 2016 ,5,NULL
4828,SEND28B ,Detained Children and Young People With SEN ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Special Educational Needs and Disability Tribunal ,1,0,send028b-eng.pdf,NULL,(PDF 224KB),May 2015,5,NULL
4887,SEND29C ,First-Tier Tribunal SEND Health and Social Care Recommendations Pilot,Adobe Acrobat (pdf) ,Internet downloadable guidance,Special Educational Needs and Disability Tribunal ,1,0,send29c-eng-20160217.pdf ,NULL,(PDF 245KB),September 2015,5,NULL
4895,SEND29E ,Tribunal health and social care recommendations pilot,Adobe Acrobat (pdf) ,Internet downloadable guidance,Special Educational Needs and Disability Tribunal ,1,0,send29e-eng-20160217.pdf ,NULL,(PDF 258KB),September 2015,5,NULL
4900,T465 ,Guidance on completing the alternative application form for a Gender Recognition Certificate,Adobe Acrobat (pdf) ,Internet downloadable guidance,Gender Recognition Panel,1,0,t465-eng-2016.04.01.pdf,NULL,(PDF 626KB),April 2016 ,5,NULL
12060,FGM700,Female Genital Mutilation (FGM) Protection Orders - How can they protect me? ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Family,1,0,fgm700-eng.pdf,NULL,(PDF 209KB),July 2015,5,NULL
12065,FGM701,Female Genital Mutilation (FGM) Protection Orders - Interim guidance for local authorities as a relevant third party and information relevant to multi-agency partnership working. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Family,1,0,fgm701-eng.pdf,NULL,(PDF 127KB),August 2015,5,NULL
14000,N1C(CCCHFL),Notes for defendant on replying to the Part 7 claim form - Chancery Division/Commercial Court Financial List,Adobe Acrobat (pdf) ,Internet downloadable guidance,Commercial Court ,1,0,n001c(ccchfl)-eng.pdf ,NULL,(PDF 137KB),May 2015,5,NULL
14005,N1C(CCCHFL),Notes for defendant on replying to the Part 7 claim form - Chancery Division/Commercial Court Financial List,Adobe Acrobat (pdf) ,Internet downloadable guidance,Chancery,1,0,n001c(ccchfl)-eng.pdf ,NULL,(PDF 137KB),May 2015,5,NULL
14010,Guidance for misc out of court payments,Guidance for miscellaneous payments out of court,Adobe Acrobat (pdf) ,Internet downloadable guidance,Chancery,1,0,out-of-court-payments(misc)-eng-20160202.pdf,NULL,(PDF 506KB),January 2016,5,NULL
